system:index,date,dewpoint_mean,month,precipitation,season_year,soil_moisture,temperature_max,temperature_mean,temperature_min,u10,v10,wind_speed_max,wind_speed_mean,.geo
10,2018-10-11,-1.459375098008915,10,3.8524959963200853,2018.0,0.3465478739997526,11.87010126080139,6.533891043702432,2.0795167898219806,1.8202356748603978,-0.24507825836330815,4.127594912695127,2.8388844303861176,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,2018-10-12,1.1854875747926947,10,0.029552568573432865,2018.0,0.3349554400087991,15.492230912322226,9.623506712354965,5.842921602579332,1.3119749412877395,3.135450805517468,3.975484310866386,3.5034075344938573,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,2018-10-13,4.743130767559104,10,8.52346317969932E-4,2018.0,0.32638047656233893,16.987824159638613,11.845730686471747,8.391381997964109,1.9892974346432437,4.368724710801069,6.244782375077525,4.84888846708161,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,2018-10-14,1.9305401419768364,10,0.003829248376365218,2018.0,0.3201712980130542,14.700930322428194,8.393373737799234,2.2225765581258203,1.4641720587312863,-0.3765292479232549,5.469018929352925,3.02242424009442,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,2018-10-15,-2.5322574522248704,10,0.004005317096888197,2018.0,0.3146973359222473,13.686982013362295,6.5574435970423,-1.0658963682919331,1.1862058449316593,-1.5869494528507642,4.230571628092231,2.7341280049870513,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,2018-10-16,-3.839490659014935,10,8.60674037119519E-4,2018.0,0.31026823535796816,10.455978317170752,4.598192984292061,-0.9266598203663015,0.13937243679090996,-2.2014100997258703,3.322356836883164,2.2952926715226583,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,2018-10-17,-3.8860672633817397,10,8.523463748133508E-4,2018.0,0.3063809847964339,10.611229738344479,4.509650091817145,-0.7818131843385354,-0.43882401296681095,-2.255204776865934,3.713836820287236,2.39438257583998,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,2018-10-18,-3.39364507291427,10,8.632546624198767E-4,2018.0,0.30309306707896044,11.79581869161696,5.379871694947515,0.6395653096335413,0.6275012053105998,1.129201688969549,2.905775352463844,1.7560716810198467,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,2018-10-19,-2.096247718181339,10,8.511565283697564E-4,2018.0,0.29882179621170263,15.723099158149001,8.6104569891034,3.723753467780375,1.9758868906241978,2.7944056001216686,4.047240227736754,3.484293109243543,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,2018-10-20,1.5043099291773996,10,4.4107436991680515E-4,2018.0,0.29447333869910514,16.821217024452935,9.930934456060642,5.468332869765876,1.490456992544829,3.3236776254935143,4.357284932480749,3.7194859517224947,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,2018-10-21,4.975986098921708,10,0.1288555399476561,2018.0,0.29080139515714587,16.574137298980077,12.006964665604798,8.669405790245746,1.0118160323417824,4.567727478081354,5.6582301409546325,4.715828161553935,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,2018-10-22,8.4333859077444,10,8.119031822080661,2018.0,0.322149203917881,16.918335996878913,12.336152052685136,7.841360302861963,1.9575031731354942,4.563659740194887,8.673693973063305,5.154814178154624,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,2018-10-23,-1.5726108024653107,10,8.119045798983079,2018.0,0.3474820292567302,13.420159006818023,8.030015147646566,4.414107400137744,2.445750349511913,1.5935531050189515,5.432070306549378,3.6089320546460026,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,2018-10-24,1.1814452414312189,10,9.132013146154567E-4,2018.0,0.33219469340371727,15.0275959580057,7.779468573797403,0.9807970294859392,0.9647994364799498,0.9976851176770862,4.146543573843564,2.489954017948743,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,2018-10-25,5.7284912982089855,10,15.924415782918777,2018.0,0.3530130679972138,17.071058053229354,11.172236429031585,3.7532439915502813,0.2513360620864396,3.9653578447126225,7.0633864691347155,4.847729624966599,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,2018-10-26,-5.260610896117536,10,15.925241962267092,2018.0,0.3863710701562724,9.33850671899034,5.097151635163204,1.022607349863209,5.2313428202923316,1.6283682525958294,8.445150706643194,5.911509836755362,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,2018-10-27,-8.146984690774357,10,0.21546722276860034,2018.0,0.3676043426905453,6.183266244898299,3.244995283200475,-0.3568243986354893,4.906110759049068,0.08999115933567714,7.527960364844629,5.137986794427992,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,2018-10-28,-9.694646923605898,10,0.2609920605118856,2018.0,0.35947589498134447,4.6067171437250725,1.1330410120467231,-2.475941334320463,3.216090187489823,-0.9239150880595212,6.13600600462509,3.5020916202485837,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,2018-10-29,-5.373405441947697,10,1.2660251912610363,2018.0,0.3566748965047064,3.3771735629363757,0.9179188011483014,-0.7598267455416641,2.032723455912907,-1.209325907745953,5.736915461367991,3.073180188924995,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,2018-10-30,-3.629134571579716,10,1.292021032993396,2018.0,0.35572804187856316,5.538511407216629,1.772487747884233,-1.560860447101581,2.370551416596521,-0.1560578855130571,3.922986229376887,2.9636010318835617,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,2018-10-31,-3.2874670560523596,10,0.2805800516640431,2018.0,0.3525853023896614,8.952313362043164,3.1179046010614972,-1.0897852319138195,2.3068272268191463,1.6714592875372907,4.095673065527638,2.9653147688903423,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,2018-11-01,-1.658453978883495,11,0.0017089562334149377,2018.0,0.34868619832987746,10.744140727359678,4.639496841936481,1.2101886653466378,1.1096555313452408,2.3614862341178635,3.4069651992147323,2.7722496702819117,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,2018-11-02,2.4499709816821538,11,8.52346317969932E-4,2018.0,0.34542332191709474,14.434152046793878,9.475586672963543,4.716777030087137,1.8836568382805847,4.864549581331714,5.879140667784007,5.236907771435514,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,2018-11-03,3.2443444918605913,11,0.06994376809248923,2018.0,0.3408111811983525,15.289135437166058,9.261028130575966,3.50076588885131,1.1217045214170953,0.22058417230611752,6.731457082435389,4.690318859445128,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,2018-11-04,-9.447170586636615,11,1.1352385109601264,2018.0,0.3383181210990515,3.4918246448130668,0.2513329874606124,-4.52492154570024,-1.6251241158646106,-3.456724720139459,5.375014594102002,3.848955871689825,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,2018-11-05,-10.801409384708544,11,1.1352370077838285,2018.0,0.3352713071333507,3.346232123272892,-1.187186126627518,-4.425849717032641,-0.4892055632137263,0.07010683307983116,2.505415336464142,1.6996346235938533,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,2018-11-06,-7.070694638707723,11,8.52346317969932E-4,2018.0,0.3341321344556177,5.146802754147412,-0.20161498799683758,-4.396399224115887,0.6403164101943619,0.0517142729863966,2.6335272604694984,1.771828971634831,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,2018-11-07,-4.913331722051822,11,8.781352039282049E-4,2018.0,0.33385381479465326,6.655072428865519,1.127804030334781,-2.5045028246736782,-0.09597921733126441,1.9733460499896223,2.6586346530960574,2.0579784795249156,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,2018-11-08,3.0548233282339274,11,5.472234765217812,2018.0,0.3570695286942666,8.447072087591245,4.9688922132814515,2.1348772865191483,-0.6628199434325938,-1.192878702355407,3.5231418570679724,2.5934352546746724,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,2018-11-09,-3.2644575359807835,11,5.474510594225181,2018.0,0.37113347383849893,8.425415483478293,2.3303811389480327,-3.05638732910154,3.0774999042328597,-0.4546881627149747,4.8066149062918555,3.241396363226874,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,2018-11-10,-7.474320116701569,11,0.001692513214652863,2018.0,0.3575049414849831,5.17752723764576,0.6410459854809433,-2.3949380426810105,1.435724828529776,1.2906828322861468,3.719738509257803,2.4594925265983556,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,2018-11-11,-5.307607853697255,11,8.523463748133508E-4,2018.0,0.3503611062214519,8.577298126400759,1.305041995322608,-4.780856174332021,0.7096830119751263,-0.02830641692565715,2.7069931137883994,2.030116098529284,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,2018-11-12,-6.293447317242017,11,8.677103551235632E-4,2018.0,0.3460153592249687,3.8688178829654354,-1.5908746202096709,-4.653289175620252,-1.6188310444961143,-0.80833563115317,2.2842422878770594,2.0505481154418104,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,2018-11-13,-5.799142157462823,11,8.677103551235632E-4,2018.0,0.3429955186666522,4.266765561176983,-0.9827514790532057,-3.9505861777108158,-2.164972734314665,0.48108358920722294,2.783352091702991,2.321257051161235,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,2018-11-14,-2.1307631872337542,11,0.03876944822217926,2018.0,0.3402105299058446,8.604441475237346,3.6459992748290517,-1.6120596909631293,0.4972648518133303,2.152170589783399,4.009898606004513,3.253888882931646,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,2018-11-15,-13.5903327781368,11,1.5804591925616314,2018.0,0.3383149329688659,1.00246853875851,-2.856379409237926,-7.956961453063422,2.6286705725915973,-1.7049799386125797,4.15969034187688,3.293929229329934,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,2018-11-16,-18.0584114858264,11,1.5804591925616314,2018.0,0.33622785752874745,-0.9862954694425257,-4.302972827206026,-6.572844707232452,2.022481728285925,2.2957868359183875,4.107719844585749,3.310150180417765,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,2018-11-17,-11.447036122362196,11,0.0012820678989555745,2018.0,0.3350526141654214,1.9659775973612306,-2.794011310448995,-5.646202062198186,0.9162019044537586,2.3501955463589037,3.3089218329027354,2.6126884093081717,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,2018-11-18,-9.557201791507492,11,0.0012904405366498395,2018.0,0.3355859583619941,3.748750051848531,-2.762231289351176,-7.704432786497542,1.6269192314394432,-0.10414817338043661,3.3335313923898497,2.3692621333002246,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,2018-11-19,-10.301464279035908,11,0.9102989956090785,2018.0,0.3352378934908132,0.8164886875818284,-2.9498756623226394,-6.401265761945876,0.3025495897913873,0.708105613498301,2.649289900811085,1.552282896240141,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,2018-11-20,-18.615520883625855,11,0.9431286937120628,2018.0,0.3342211482377393,-1.5361515052238386,-6.609355104035862,-9.955144659286987,1.5083447676092347,-0.5604130478881506,4.61989974053447,2.984097256731644,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,2018-11-21,-19.690656485686937,11,0.020084084334222894,2018.0,0.333627009085038,-0.8410145494520949,-5.701084093541456,-9.855647470977985,2.8153018026621446,0.8903282517978026,5.26036909612458,3.443890566560689,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,2018-11-22,-21.97666061757566,11,8.52346317969932E-4,2018.0,0.3331578962119338,-5.051729612673531,-8.690197398690811,-10.690399561357507,1.81195085730082,0.36277912686973424,4.050113776670532,2.877928371852642,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,2018-11-23,-10.107206678923607,11,0.021457009060396253,2018.0,0.3327140224616887,0.9363631875523654,-2.547728250176573,-8.489455040514237,2.059642738274989,3.073978416088814,5.159821159643203,3.71793910431817,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,2018-11-24,-4.283577356339019,11,0.022079602835774325,2018.0,0.3338779391274775,3.4046768036737616,-1.4546183837679536,-5.338654297944869,2.2937751041114245,2.766708467748636,5.283534235295249,3.6263591734690785,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,2018-11-25,-8.492369407822242,11,0.0042035716110028895,2018.0,0.3336361144538596,2.666536596527458,-0.4886756049976324,-4.612637956118694,1.8191370301530894,3.621722388377358,8.705235475629737,4.331849882150818,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,2018-11-26,-4.172742225505073,11,0.008513598893912901,2018.0,0.3420765591883996,9.492159998688177,2.972893779276082,-4.4338321481971645,4.100053810699583,3.8884597051826133,10.27752426747549,6.277278645350176,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,2018-11-27,-24.778973008702373,11,0.008513598893912901,2018.0,0.3395299706822588,1.6387266060363088,-3.681817775327448,-8.617394647641648,4.879247572175694,0.15978001243539453,8.375214678931533,4.962993650275554,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,2018-11-28,-24.831042537413794,11,0.00259550813552778,2018.0,0.3369281272538842,-2.0069189534909624,-6.552142846146951,-10.735020781889446,2.8379563833597086,-0.20136710464756805,4.217187108035767,2.8931943685372707,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,2018-11-29,-23.305960925288844,11,0.00259550813552778,2018.0,0.33561732148955387,-4.158417106048444,-7.086749342954753,-9.826217785617763,1.282342994043657,1.2487313554383268,4.739509122760354,2.784978910000486,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,2018-11-30,-18.273902518840707,11,0.002580881073299679,2018.0,0.3346471441442415,1.8609053431243852,-3.9693452483489375,-9.745739571979449,2.9657620033981296,0.49429190858735633,7.38817915992035,3.893053188526458,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,2018-12-01,-12.6653071328866,12,0.002580881073299679,2018.0,0.3338357668872951,2.8758022702485935,0.2363496373721885,-8.06791100938423,2.0657781885677435,5.61633960762964,7.623989370852129,6.0648771026250845,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,2018-12-02,2.217833288233386,12,0.5145690582985223,2018.0,0.33554676378889775,6.416949139351856,5.32017387449292,2.1075789258228346,2.9893333924353174,5.017894253542441,7.745597633368928,6.28267345641748,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,2018-12-03,-20.109350247953458,12,0.5186938192678427,2018.0,0.3358971815818121,2.1405918637637114,-3.462112443882028,-9.934891110215586,2.4880521333755445,-3.1022065265157663,5.206855811621251,4.016603142159392,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,2018-12-04,-27.234227437698145,12,0.01114036026758425,2018.0,0.33375449105322835,-5.881761405786636,-9.43584499017287,-13.198260684763202,2.5134282133821575,-0.8337544365621461,4.5741978603869455,2.791111049877534,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,2018-12-05,-25.335669347164124,12,0.052833463447242275,2018.0,0.33290305283104576,-7.287126709786771,-9.697142791683728,-12.632451770190285,0.006855567363321292,-0.8825263009392028,3.7113359718349908,2.0665092605130755,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,2018-12-06,-29.566159733070837,12,0.055011488043918366,2018.0,0.3322884690742145,-10.640955838219968,-13.858241551382765,-17.38935172362127,3.366871901580247,-1.8956728628280626,5.090436857058406,3.97625231260191,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,2018-12-07,-32.16319404928674,12,0.0031627045621871915,2018.0,0.3318822632358882,-13.703368603622598,-15.765080569230983,-17.11211631796761,4.496794675647483,-0.13403899000296335,5.910048339684516,4.554996251529452,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,2018-12-08,-28.485042896589007,12,8.583068051848386E-4,2018.0,0.33168747026040674,-11.64115237903577,-13.886432174034496,-16.34956751093179,3.567077703064456,0.7577255583256846,5.569629620259458,3.7810234026762215,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,2018-12-09,-24.653293605525604,12,8.553175115647408E-4,2018.0,0.33162378968800843,-7.576862054744758,-12.133221224569384,-15.927439424124795,0.37535087502641007,-0.3020897034520722,3.521368412609143,1.9708865860682196,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,2018-12-10,-22.252146769354876,12,3.8394789540625016E-4,2018.0,0.33160071917092965,-7.401961514376335,-12.502489973910816,-16.502265790524277,-1.1451757710611856,-1.050303472736671,2.243582725351165,1.6695347288307696,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,2018-12-11,-23.524695399777446,12,4.627497465839963E-4,2018.0,0.33159348321594595,-7.560407301187295,-13.094434057561791,-16.969593480037975,1.396836718198081,0.19017962135822028,2.5714023581265484,1.8007814850370856,"{""type"":""MultiPoint"",""coordinates"":[]}"
72,2018-12-12,-22.31354471255207,12,0.02414803495500335,2018.0,0.3316033597112781,-6.71890798414734,-10.512470920021993,-16.149088469311923,1.8077666945280384,1.6671462648001552,4.372176741372804,3.3575756617610693,"{""type"":""MultiPoint"",""coordinates"":[]}"
73,2018-12-13,-19.784860595509365,12,0.025023427646147352,2018.0,0.33162039639916474,-9.052811397293357,-13.42247019723341,-16.46905368719416,1.8082194940997909,-0.8053087896828949,4.6726092977162965,2.8771483197867966,"{""type"":""MultiPoint"",""coordinates"":[]}"
74,2018-12-14,-19.1481252264257,12,0.009199163376760145,2018.0,0.33162732341060613,-7.17976504695086,-10.34421906575464,-15.89217042034076,0.9011912530537067,3.015305780454917,5.599474611559571,3.313694554020609,"{""type"":""MultiPoint"",""coordinates"":[]}"
75,2018-12-15,-8.253794790478281,12,0.006506063886171011,2018.0,0.3316084027886426,2.041623532790171,-3.5706525379435528,-8.714712128349063,2.9155559705759657,3.5797570092241813,8.259473644448665,4.665093601695047,"{""type"":""MultiPoint"",""coordinates"":[]}"
76,2018-12-16,-17.43204418507925,12,0.007943353843786813,2018.0,0.331537815833187,-0.911081307850154,-5.979908213445812,-10.070971330172998,2.3977823391664748,0.4165459604328673,2.8919843977124713,2.4726345760359414,"{""type"":""MultiPoint"",""coordinates"":[]}"
77,2018-12-17,-17.376676968672502,12,0.00505362093705166,2018.0,0.3314499336117085,-0.5090223710050088,-5.087491571081424,-9.110678506938296,3.0868134153003783,0.9263715954789746,5.614263671850272,3.317138816529202,"{""type"":""MultiPoint"",""coordinates"":[]}"
78,2018-12-18,-16.209334317889983,12,0.010688787297618168,2018.0,0.33135662510714,-1.3127097837884145,-5.0940962392109315,-7.90551474446009,2.3485945114306346,1.6571288526483492,4.597038804691827,3.195432207469447,"{""type"":""MultiPoint"",""coordinates"":[]}"
79,2018-12-19,-15.107440200163545,12,0.011094817362383918,2018.0,0.3312316432455443,0.12229524603106078,-5.173330844502136,-9.442703785101422,2.225531628375792,1.43402745031334,3.7160198487837617,2.731241633404885,"{""type"":""MultiPoint"",""coordinates"":[]}"
80,2018-12-20,-13.722652301545049,12,0.4067765586417516,2018.0,0.3310826200468835,1.5843371320731467,-2.1435607430077255,-9.074005184048186,0.8831530418333848,3.2351124813814005,5.1202928802819,3.456014728812282,"{""type"":""MultiPoint"",""coordinates"":[]}"
81,2018-12-21,-8.49385647825446,12,0.8057097677910338,2018.0,0.33160394400356547,3.597813363833173,-2.836564521418753,-6.986203843410414,2.5722879566994417,2.621517173674235,7.06408618933076,3.8960400659210994,"{""type"":""MultiPoint"",""coordinates"":[]}"
82,2018-12-22,-17.58592985558156,12,0.48462264525429655,2018.0,0.3314306317664874,1.32813997794301,-4.9470415027806185,-12.705111037485302,2.660344976033715,-0.7111429789406688,4.298904452398133,3.2927351671634266,"{""type"":""MultiPoint"",""coordinates"":[]}"
83,2018-12-23,-26.153819924123134,12,9.951582045915068E-4,2018.0,0.331177842811933,-6.351391781077647,-10.755072655445504,-14.395879357969806,2.603128166545395,1.0735536577380227,4.739613892095451,3.189619397275609,"{""type"":""MultiPoint"",""coordinates"":[]}"
84,2018-12-24,-20.215313923043457,12,8.597968985668558E-4,2018.0,0.33111682255098385,-4.0009305243184095,-7.487369030356035,-13.955150255633688,1.8438382898396921,3.5281152695616687,5.722814205388675,4.175956149093112,"{""type"":""MultiPoint"",""coordinates"":[]}"
85,2018-12-25,-31.131960214867433,12,8.553266184208042E-4,2018.0,0.33110775838535056,-6.748527407778769,-12.984684172308333,-18.723725245321607,4.074771107987841,-2.0948571324703424,6.678700039044572,4.652485760805103,"{""type"":""MultiPoint"",""coordinates"":[]}"
86,2018-12-26,-34.16942803403071,12,8.553266184208042E-4,2018.0,0.3311106600756859,-15.10374206923601,-18.413942039430143,-21.82855994158482,4.028391464244547,-1.2241688172089482,5.636712506415461,4.233527804045903,"{""type"":""MultiPoint"",""coordinates"":[]}"
87,2018-12-27,-31.590892090575842,12,8.663051711697247E-4,2018.0,0.33111503072130305,-15.666064796724212,-18.606809728157224,-21.519927485234685,3.3810885038742358,-0.3181806640535521,4.8242380261643625,3.4583720379032172,"{""type"":""MultiPoint"",""coordinates"":[]}"
88,2018-12-28,-29.692842229528818,12,0.002587616108939983,2018.0,0.3311219361399164,-11.890769466501071,-16.13254367248201,-19.610300216018967,3.219114642738258,-0.889597364507155,5.410435235644723,3.425098937958001,"{""type"":""MultiPoint"",""coordinates"":[]}"
89,2018-12-29,-27.546517185382843,12,0.002574402969912626,2018.0,0.33114035546535187,-11.939296612979852,-16.436918683750996,-19.92403829713784,2.3332792692850455,-0.5633280299889842,4.010437289882534,2.5339958580476263,"{""type"":""MultiPoint"",""coordinates"":[]}"
90,2018-12-30,-26.971876596497605,12,0.002153507864477433,2018.0,0.3311485462198366,-11.471918252867448,-16.41610470294977,-20.138571451181654,0.44800710158372486,-0.7847100564405972,1.940184204124102,1.2292628840636108,"{""type"":""MultiPoint"",""coordinates"":[]}"
91,2018-12-31,-26.689889907708313,12,0.0017225742112714215,2018.0,0.3311628781246922,-10.777144787015372,-15.980566280872267,-19.781474663229538,1.1488164138094727,-0.23514745945247081,2.322295200842717,1.6784541645970659,"{""type"":""MultiPoint"",""coordinates"":[]}"
92,2019-01-01,-25.74464779229128,1,0.0017206703546435165,2018.0,0.33116548592752676,-10.076805790371205,-14.556190070739449,-19.117756635600614,2.5057618547687457,1.0621434981598337,3.6159211322154143,2.8014481640586277,"{""type"":""MultiPoint"",""coordinates"":[]}"
93,2019-01-02,-22.944961236957678,1,8.597968985668558E-4,2018.0,0.33116672352342325,-8.377926982427619,-13.209713859585946,-17.2459531937404,1.5291375603740947,1.354287695701193,2.778826234892646,2.3505725855551667,"{""type"":""MultiPoint"",""coordinates"":[]}"
94,2019-01-03,-17.532563655674736,1,0.014784553893677775,2018.0,0.33116677147771906,-4.043073522560334,-8.31761580798937,-15.21052534603938,1.7172484803691377,2.56945451440232,4.495446263916415,3.423837318099857,"{""type"":""MultiPoint"",""coordinates"":[]}"
95,2019-01-04,-23.180514684471678,1,0.014780570539278072,2018.0,0.3311650621079951,-6.646603655369048,-11.132536674155292,-15.82850423273097,3.6357562985204037,-0.2972216233757617,5.84917903741361,3.7192683862176437,"{""type"":""MultiPoint"",""coordinates"":[]}"
96,2019-01-05,-24.85202203758432,1,8.52346317969932E-4,2018.0,0.3311630202730129,-9.167555523577718,-13.754958312150698,-17.55002027081132,0.9548036519500189,-0.20700904585496854,2.347080409087131,1.6202270184743408,"{""type"":""MultiPoint"",""coordinates"":[]}"
97,2019-01-06,-24.377249633409267,1,0.001716613724056515,2018.0,0.33116490008141325,-7.315812860305948,-12.179757715462348,-17.288853977447033,1.3265282953848392,0.9453766969316658,2.3972200527793874,1.730054781465954,"{""type"":""MultiPoint"",""coordinates"":[]}"
98,2019-01-07,-23.43356453461407,1,0.0026459247255426026,2018.0,0.3311825621576148,-7.218922592258226,-12.295162659767277,-16.3112283747493,3.1095440102277214,0.030491827967408174,4.618844387872947,3.2205665892209994,"{""type"":""MultiPoint"",""coordinates"":[]}"
99,2019-01-08,-23.542010249263196,1,0.0021965582228175083,2018.0,0.3311849313141544,-10.433726782053714,-13.66608033252301,-16.176843234457113,2.3948544107318512,0.6846274886548411,6.0991519014671125,3.835824061571485,"{""type"":""MultiPoint"",""coordinates"":[]}"
100,2019-01-09,-17.21402545594399,1,8.790719637248172E-4,2018.0,0.331188574179658,-3.6161942929978617,-7.384537942696561,-13.652742523651131,3.4924756793856893,4.607650877994209,7.8118208085588945,5.806794800871874,"{""type"":""MultiPoint"",""coordinates"":[]}"
101,2019-01-10,-19.21204880804912,1,0.001297496339702775,2018.0,0.3311753996075309,-1.4820856883596758,-7.346378366472566,-12.805334115169009,0.7074568941523651,0.6567343604639012,3.1527675505073605,1.9647869352154193,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,2019-01-11,-18.272301606195885,1,0.0021522338897739246,2018.0,0.3311500106207997,0.4986167065434033,-5.069326729396443,-12.172276849584332,0.5842285200185781,2.4796536406664864,3.0010873584436544,2.6234855134301673,"{""type"":""MultiPoint"",""coordinates"":[]}"
103,2019-01-12,-8.581278221044188,1,0.0021538299942638443,2018.0,0.33103797791935013,2.1416411170464618,-4.403977565914312,-8.64977928764718,0.9841372908229973,2.1114142732048546,3.9263150050325053,2.4112486125298505,"{""type"":""MultiPoint"",""coordinates"":[]}"
104,2019-01-13,-11.883804283547143,1,0.01628286727926765,2018.0,0.330878647654718,-2.349921719042963,-7.608915078524095,-11.762250191273647,0.424657856736922,-0.17741422171244178,2.2546033173522093,1.5612729376757535,"{""type"":""MultiPoint"",""coordinates"":[]}"
